Geneid	MB231-Combo-1.sorted.bam	MB231-Combo-2.sorted.bam	MB231-Combo-3.sorted.bam	MB231-DMSO-1.sorted.bam	MB231-DMSO-2.sorted.bam	MB231-DMSO-3.sorted.bam	MB231-MG132-1.sorted.bam	MB231-MG132-2.sorted.bam	MB231-MG132-3.sorted.bam	MB231-SHP-1.sorted.bam	MB231-SHP-2.sorted.bam	MB231-SHP-3.sorted.bam
RPL26P35	0	1	0	0	0	2	0	0	0	0	0	0
ZNF236	231	204	253	277	258	272	278	318	343	357	348	336
RNU6-346P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF236-DT	56	66	44	82	94	106	82	131	95	117	96	115
CCND3P2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372213	0	0	1	0	0	0	0	0	0	0	0	0
ARL2BPP1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01879	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372212	1	0	0	0	0	0	0	0	0	0	2	0
LOC107985151	0	0	0	0	0	0	0	0	0	0	0	0
LINC01927	0	0	0	0	0	0	0	0	0	0	0	0
LINC00683	0	0	1	0	0	0	0	1	1	1	0	0
LINC00908	0	1	0	0	0	0	0	0	0	0	0	0
ZNF516-DT	4	2	4	16	11	4	3	13	7	8	14	7
ZNF516-AS1	4	1	1	3	3	1	5	2	2	12	9	1
ZNF516	265	248	270	265	244	254	278	264	286	278	272	295
LOC105372211	0	0	0	0	0	0	1	0	0	0	0	1
LOC105372209	1	0	0	0	0	0	1	0	0	0	0	0
LOC105372210	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372208	0	0	0	0	0	0	0	0	0	0	0	0
LINC01893	0	0	2	0	0	0	0	0	0	0	0	1
LOC105372206	0	0	0	0	0	0	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372204	0	0	1	0	0	0	0	0	0	0	0	0
LOC105372203	0	0	0	0	0	0	0	0	0	0	0	0
LINC01898	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372202	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372201	0	0	0	1	0	0	0	1	0	0	0	0
LOC107985177	1	0	0	0	0	0	0	0	0	0	0	0
SMIM21	0	0	0	0	1	0	0	0	2	0	0	0
LOC105372200	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ1	334	381	371	378	333	288	358	319	318	370	357	354
ZADH2	219	220	234	531	485	533	495	507	518	582	496	512
LOC105376874	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985130	0	1	0	0	0	0	0	0	0	0	0	0
ZNF407-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF407	402	432	446	405	428	393	470	387	419	453	407	436
CNDP1	1	0	0	0	1	1	1	0	1	0	0	3
CNDP2	3842	4070	4423	5086	4616	4747	5133	4871	5282	5216	5334	5033
DIPK1C	0	0	0	0	0	0	0	0	0	0	0	0
LINC01922	0	0	0	0	0	0	0	0	0	0	0	0
FAUP1	8	10	13	17	24	21	19	22	18	9	9	14
C18orf63	0	0	2	0	0	0	0	0	0	0	0	0
CYB5A	428	438	427	615	598	606	625	610	696	682	671	604
RN7SL551P	0	0	0	0	0	0	0	0	0	0	0	0
TIMM21	1038	1191	1259	1458	1338	1222	1350	1303	1462	1245	1290	1256
FBXO15	2	0	2	0	1	0	0	0	0	1	0	1
LOC105372191	0	0	0	0	0	0	0	1	0	0	0	0
RN7SL401P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372190	0	0	0	0	0	0	0	0	0	0	0	0
LINC02582	0	0	1	0	0	0	0	0	0	0	0	0
LINC02864	0	0	0	0	0	0	0	0	1	0	0	0
NETO1-DT	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AV	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP460	0	0	0	0	0	0	1	0	0	0	0	0
NETO1	1	1	0	1	0	1	1	3	2	0	1	2
HNRNPA1P11	0	0	0	0	0	0	0	0	0	0	0	0
CBLN2	0	1	0	0	0	0	1	0	0	0	0	0
LOC105372189	0	0	0	0	0	0	0	0	0	0	0	0
LOC102725148	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376873	0	0	0	0	0	0	0	0	0	0	0	0
LINC01899	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372186	0	0	0	0	0	0	0	0	0	0	0	0
LINC01541	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985179	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132647	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372187	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372188	0	0	0	0	0	0	0	0	0	0	0	0
LOC100421257	0	8	1	4	1	0	0	1	1	0	1	1
LOC105372185	1	0	1	0	1	0	0	1	1	1	0	0
LOC107985166	0	0	0	0	0	0	0	0	0	0	0	0
GTSCR1	0	0	0	0	0	0	0	0	0	1	0	0
RN7SL795P	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268215	0	0	0	0	0	0	0	0	0	1	0	0
LARP7P3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01910	5	4	0	26	26	16	13	14	18	23	18	20
LIVAR	0	6	2	2	4	5	2	0	2	6	0	3
LINC01909	4	14	9	11	8	19	7	14	7	17	16	20
SOCS6	1132	1251	1447	1770	1579	1674	1932	1780	1926	2277	2004	2014
LOC107985158	0	0	0	2	0	0	0	0	0	0	0	0
LOC105372180	1	3	2	1	0	1	4	3	1	4	2	1
RTTN	348	374	380	499	468	561	506	512	609	602	489	490
CD226	15	12	16	13	18	13	10	8	27	26	13	11
LOC107985138	0	0	0	0	0	1	0	0	0	0	0	0
LOC105372178	0	0	1	0	0	1	0	0	2	0	0	0
LOC105372179	0	0	0	0	0	0	0	0	0	0	0	0
DOK6	1	2	2	0	4	0	6	1	4	1	0	0
LOC107985136	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985135	1	0	0	0	1	0	0	3	0	0	0	1
LOC107985134	3	0	0	3	0	0	2	0	1	2	4	5
LOC100418959	0	0	0	0	0	0	0	0	0	0	1	0
SDHCP1	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-39P	0	0	0	0	0	0	0	1	0	0	0	0
CCDC102B	13	21	21	8	7	10	1	7	18	5	8	7
TMX3	2714	2847	2903	2749	2592	2549	2866	2661	2943	3038	2592	2718
MTL3P	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B10P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01912	0	0	0	0	0	2	0	0	1	0	0	1
LOC100131011	0	0	0	0	0	0	0	0	0	0	0	0
LINC01903	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129135	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372172	0	0	0	0	0	0	0	0	0	0	0	0
FAM32DP	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372173	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372174	0	0	0	0	0	0	0	0	0	0	0	0
DSEL-AS1	0	1	0	0	0	0	0	0	0	0	0	0
RPL31P9	0	0	0	0	0	0	0	0	0	0	0	0
MIR5011	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1037P	0	0	0	0	0	0	0	0	0	0	0	0
CDH19	0	0	0	0	0	0	1	0	0	0	0	1
LOC105372170	0	0	0	0	0	0	0	0	0	0	0	0
PRPF19P1	0	0	0	0	0	0	0	0	0	0	0	0
CDH7	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372169	0	0	0	0	0	0	0	0	0	0	0	0
LINC01916	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372168	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927404	0	0	0	2	0	0	0	0	1	0	0	0
LOC107985178	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372167	0	0	1	0	0	0	0	0	0	0	0	0
LOC105372166	0	0	0	0	0	0	0	0	0	0	0	0
LINC01538	0	0	0	0	0	0	0	0	0	0	0	0
LINC01924	0	0	0	0	0	0	0	0	0	0	0	0
LINC00305	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P39	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB8	781	852	939	883	806	677	926	775	731	756	796	799
LOC105372165	2	7	6	7	1	7	5	4	1	2	5	2
HMSD	109	120	125	198	160	209	197	182	195	177	159	194
SERPINB10	2	0	0	1	2	0	3	1	0	1	1	1
SERPINB2	128	135	167	144	120	103	107	120	134	104	120	112
SERPINB7	55	59	64	81	83	77	86	103	108	104	58	90
SERPINB11	0	0	0	0	0	0	0	0	1	0	0	0
SERPINB3	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0	0	1	1	2	0	0
SERPINB13	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0	1	0	0	0	0	0
ATP5MC1P6	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB5	19	20	9	4	5	3	6	23	6	11	7	3
LOC100422317	0	2	0	0	0	0	0	0	0	0	0	0
VPS4B	2619	2814	2865	2155	1892	1960	2263	2249	2254	2438	2071	2226
KDSR	1519	1574	1673	2696	2482	2582	2646	2461	2584	2661	2306	2359
BCL2	163	184	203	290	283	288	301	288	295	334	278	284
LOC105372161	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372160	1	3	1	0	0	1	1	1	4	1	1	2
RNU6-142P	0	0	1	0	0	0	0	0	0	0	0	0
PHLPP1	132	141	170	343	329	345	358	378	383	336	399	413
RN7SL705P	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC2	365	311	379	405	393	377	442	422	407	405	436	440
ACTBP9	0	0	1	0	0	0	0	0	0	0	1	0
RPL17P44	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF11A	356	396	423	597	546	570	617	571	638	678	637	630
RELCH	456	479	586	669	651	650	768	675	780	871	715	746
PIGN	833	786	891	984	992	1015	992	1019	1060	1092	971	1077
LOC105372158	0	0	1	0	1	1	0	0	0	0	0	0
RPIAP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268209	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372159	0	0	0	0	0	0	0	0	0	0	0	0
RNF152	128	154	151	178	114	144	181	118	126	165	110	120
LINC01544	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372157	0	0	1	0	0	0	0	0	0	0	0	0
LSM6P1	0	0	0	0	0	0	0	0	0	0	0	0
RPL30P14	0	0	0	0	0	0	0	1	0	0	0	0
RNU6-116P	0	0	0	0	0	0	0	0	0	0	0	1
CDH20	0	3	3	1	5	7	14	4	3	4	5	2
HMGN1P31	0	0	0	0	0	0	0	0	0	0	0	0
LOC100420948	0	0	0	0	0	0	0	0	0	0	0	0
CTBP2P3	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372156	0	0	0	0	0	0	0	0	0	0	0	0
LOC100421385	0	0	0	0	1	0	0	0	0	0	0	0
MRPS5P4	0	0	0	0	0	0	0	0	0	0	0	0
LOC101901828	0	0	0	0	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0	0	0	0	1
LOC105372155	0	0	0	0	0	0	0	0	0	0	0	0
LOC342784	0	0	1	3	0	0	0	0	2	0	0	0
RNU4-17P	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP49	0	0	0	0	1	0	0	0	1	2	0	0
LOC105372152	1	0	0	1	0	0	0	0	1	6	2	0
RNU6-567P	0	0	0	0	0	0	0	0	0	0	0	0
SINHCAFP2	3	2	1	6	3	4	4	8	5	5	6	4
ENTR1P1	4	2	4	12	3	11	9	10	2	8	6	1
RN7SL342P	0	0	0	0	0	0	0	0	0	1	0	0
NFE2L3P1	5	9	4	6	8	7	13	3	3	9	7	1
LOC100128022	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372151	0	0	0	0	0	0	0	1	0	0	0	0
PMAIP1	6112	6465	6607	4903	4261	4342	4716	4644	4870	4891	4301	4534
LOC390860	0	0	1	0	2	1	1	0	0	0	0	0
GLUD1P4	2	0	0	0	0	0	0	0	0	1	0	0
RPS26P54	0	0	0	0	0	0	0	0	0	0	0	0
ACTBP3	1	0	0	0	0	1	0	0	0	0	0	0
CCBE1	634	667	673	1840	1607	1684	1845	1779	2034	1736	1597	1669
LOC107985156	0	0	0	0	2	0	0	0	3	0	1	0
LMAN1	8981	9195	10421	8774	8105	8215	9273	9014	9027	9701	8803	9147
CPLX4	0	2	0	0	0	0	0	0	0	0	0	1
RAX	0	0	0	0	0	0	0	0	0	0	0	0
GRP	0	0	0	0	0	0	0	0	0	0	0	0
LOC100286992	0	0	4	5	0	1	3	0	5	1	2	2
SEC11C	566	587	598	529	499	492	513	485	546	495	422	426
OACYLP	0	0	0	0	0	0	0	1	0	0	0	0
RNU2-69P	0	0	0	0	0	0	0	1	0	0	0	1
ZNF532	535	606	653	689	680	648	752	768	789	844	781	778
LINC01926	0	0	0	0	0	0	1	0	0	0	0	0
RNU6-219P	0	0	0	0	0	0	0	0	0	0	0	0
MRPL37P1	0	1	2	1	3	0	0	0	1	0	0	1
LOC105372146	2	2	2	1	0	1	1	1	1	0	0	1
MALT1	2074	2149	2268	1963	1873	1840	2002	1830	1919	2032	1795	1888
MALT1-AS1	8	6	10	26	23	21	14	30	28	25	20	18
LOC102724745	1	0	0	0	0	0	0	0	1	0	0	0
RPL9P31	0	0	0	0	0	0	0	0	0	0	0	0
SNORA108	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372145	0	1	0	0	0	0	0	0	0	0	0	0
ALPK2	21	36	43	17	16	16	18	11	21	35	19	18
MIR3591	0	0	0	0	0	0	0	0	0	0	0	0
MIR122	0	0	0	0	0	0	0	0	0	0	0	0
MIR122HG	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372143	0	0	0	0	0	1	1	1	1	0	0	0
NEDD4L	6529	6930	7611	3759	3356	3412	3868	3473	3883	3834	3822	3714
HMGN1P30	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372140	0	3	0	0	1	1	0	3	0	1	1	0
RSL24D1P11	1	2	1	0	0	0	1	0	0	0	1	1
MRPS17P7	0	0	0	0	0	0	0	0	0	2	0	0
RNU6-742P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372141	14	7	3	15	19	21	12	18	9	17	15	6
TRG-TCC6-1	0	0	0	0	0	0	0	0	0	0	0	0
TRG-TCC5-1	0	0	0	1	0	0	0	0	0	0	0	0
ATP8B1	460	476	637	1368	1197	1231	1419	1298	1342	1387	1233	1201
LOC100505549	27	36	37	70	74	74	64	59	59	61	45	80
NARS1	9571	10437	11224	6987	6519	6482	6974	6819	7299	7645	6888	6974
FECH	736	806	834	981	866	922	1042	938	1098	1045	968	1047
LOC112267870	0	0	1	0	0	0	0	0	1	1	0	0
ONECUT2	31	37	41	68	62	85	93	73	109	102	107	94
ST8SIA3	0	0	2	1	0	0	7	1	0	0	2	0
RNU6-737P	0	0	0	0	0	0	0	0	0	0	0	0
LINC02565	0	0	0	0	0	0	0	0	0	0	0	0
BOD1L2	0	0	0	1	0	0	0	0	0	0	0	0
LINC-ROR	1	1	0	0	0	0	0	0	3	1	1	0
LOC105372136	0	0	0	0	0	0	0	0	0	0	0	0
WDR7-OT1	0	0	0	1	2	3	1	0	4	4	4	1
WDR7	344	343	381	368	328	346	354	380	364	466	458	439
TXNL1	4874	5501	5821	2568	2326	2381	2627	2543	2709	2709	2351	2447
LOC105372135	1	0	0	0	0	0	0	0	0	1	0	0
LOC105372132	0	0	0	0	0	0	0	0	0	0	0	0
LINC01539	0	1	0	0	0	0	0	0	0	0	0	0
LINC01905	0	0	0	0	1	0	0	0	0	1	0	0
LOC642484	0	0	0	0	0	2	1	1	0	1	0	0
LOC107985164	0	1	0	0	0	1	1	0	0	0	0	0
LINC01416	0	0	0	0	0	0	0	0	1	0	0	1
LOC105372131	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985183	0	0	0	0	0	0	0	0	0	0	0	0
LINC01415	4	1	0	0	0	0	0	2	1	0	0	1
LOC105372130	0	0	0	0	0	0	0	0	0	6	0	1
RPL21P126	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372126	0	0	0	0	1	0	0	0	0	0	0	0
MIR4529	0	0	0	0	0	0	0	0	0	0	0	0
TCF4-AS1	0	0	0	0	0	0	1	1	0	0	0	0
TCF4	77	165	168	16	12	4	55	10	198	12	46	37
RNA5SP459	0	0	0	0	0	0	0	0	0	0	0	0
LINC01929	1	16	7	35	36	32	27	19	38	24	26	41
LOC105372125	1	0	0	0	0	0	0	0	0	0	0	0
LOC107985125	0	0	0	0	0	0	0	0	0	0	0	1
MAP1LC3P	0	0	0	0	0	0	0	0	0	0	0	0
CCDC68	387	417	490	658	595	534	684	587	579	660	609	596
RPSAP57	0	0	0	0	0	0	0	0	0	0	0	0
RAB27B	577	602	660	1022	1031	990	1128	1159	1219	1356	1072	1243
DYNAP	0	0	0	2	0	3	0	0	1	3	1	0
CUPIN1P	0	0	0	0	2	0	0	0	0	1	0	0
SNRPGP2	2	1	1	1	0	2	4	0	1	5	5	0
C18orf54	306	365	397	654	644	646	704	711	692	737	855	662
STARD6	1	1	0	1	0	0	2	2	0	0	3	1
POLI	112	99	93	195	176	170	149	164	210	200	211	153
SNORA37	0	0	0	0	2	1	1	0	0	0	3	0
MBD2	1346	1538	1550	1740	1577	1543	1692	1581	1783	1801	1627	1811
RPL29P32	0	0	0	0	0	0	0	0	0	0	0	0
LINC01917	0	0	0	0	0	0	0	0	0	0	0	0
LINC01919	0	0	0	0	0	0	0	0	0	0	0	0
MIR4528	0	0	0	0	0	0	0	0	0	0	0	0
VN1R76P	0	0	0	0	0	0	0	0	0	0	0	0
DCC	0	0	2	0	0	1	1	2	0	4	0	1
LOC105372121	0	0	0	0	0	0	0	0	0	0	0	0
RPS8P3	0	0	0	0	0	1	0	0	0	0	0	0
LOC105372120	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P9	0	0	0	0	0	0	0	0	0	0	0	0
LOC100420949	0	0	0	0	0	0	0	0	0	0	0	0
SS18L2P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01630	0	0	0	0	0	0	1	0	0	0	0	0
RNU1-46P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372118	1	0	0	1	0	0	0	2	1	0	0	3
MEX3C	654	770	831	878	846	813	880	858	873	944	831	908
SRSF10P1	0	1	0	0	0	0	0	0	0	0	0	0
SMAD4	1378	1604	1609	1516	1407	1439	1646	1423	1492	1701	1523	1690
LOC105372117	5	10	16	10	10	21	18	29	12	17	11	29
LOC107985152	0	0	2	2	0	0	0	2	2	0	2	1
ELAC1	15	23	28	54	48	55	44	52	55	70	30	62
ME2	1936	2084	2215	2318	1983	2092	2239	1971	2327	2244	1989	2032
RPL17P46	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA3P16	0	0	0	0	0	0	0	0	0	0	0	0
MRO	2	1	0	0	0	0	0	0	1	1	1	0
LOC105372116	0	0	0	0	0	0	0	0	0	0	0	0
MAPK4	3	5	4	4	3	1	5	2	2	4	3	2
CXXC1	785	796	862	1187	1119	1046	1139	1110	1118	1065	1173	1120
MBD1	1616	1516	1693	1559	1377	1468	1566	1499	1628	1498	1473	1530
CFAP53	10	6	5	9	14	10	18	13	14	18	17	7
RN7SL310P	0	0	0	0	0	0	0	0	0	0	0	0
MIR4320	0	0	0	0	0	0	0	0	0	0	0	0
ADAD1P2	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP457	0	0	0	0	0	0	0	0	0	0	0	0
MYO5B	156	181	181	176	127	167	175	171	213	167	175	166
SCARNA17	4	5	2	1	1	0	0	15	3	4	1	4
SNHG22	4	3	4	7	0	5	11	11	2	5	7	3
ACAA2	784	949	1003	1258	1177	1304	1287	1280	1293	1358	1204	1242
LOC107984031	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268210	0	0	1	0	0	0	0	0	0	0	0	0
SMUG1P1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372112	0	0	0	0	0	0	0	0	1	0	0	0
LIPG	368	390	414	359	393	337	381	345	466	423	428	426
LINC02837	0	0	0	0	0	0	0	0	0	0	0	0
SRP72P1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD58B	0	0	0	0	0	0	0	0	0	0	0	0
SNORD58A	19	13	17	12	9	9	9	15	14	18	20	14
SNORD58C	14	11	16	17	9	17	5	11	13	8	15	4
RPL17	729	902	823	987	876	828	912	953	886	987	841	883
MIR1539	0	0	0	0	0	0	0	0	0	1	0	0
RPL17-C18orf32	4	4	7	12	9	9	12	4	11	6	13	12
C18orf32	70	36	39	51	49	85	69	81	68	78	62	60
PRR13P4	0	0	0	0	0	0	0	0	0	0	0	0
MIR4744	0	0	0	0	0	0	0	0	0	0	0	0
DYM	621	788	727	684	646	634	724	730	764	782	725	727
LOC100129878	0	2	0	0	0	0	0	0	0	0	0	0
LOC105372108	0	0	0	0	0	0	0	0	0	0	0	1
SMAD7	1091	961	1142	672	682	665	698	695	690	817	755	712
LOC107987258	7	12	13	17	18	20	26	17	17	8	18	7
POLR3GP2	3	0	1	0	0	0	0	0	0	1	0	0
RNA5SP456	0	0	2	0	0	0	0	0	0	0	0	0
C18orf12	0	0	0	0	1	0	0	0	0	0	0	0
RNU6-708P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372104	1	1	0	0	0	0	2	0	2	0	0	0
ZBTB7C	22	17	37	96	40	78	66	62	69	81	114	91
LOC105372101	0	0	0	0	0	0	0	0	1	0	0	0
MTCO2P2	3	1	3	2	2	2	2	1	3	4	1	2
SMAD2	2293	2394	2511	2864	2686	2699	2909	2628	2891	3337	2870	3154
LOC105372100	0	0	0	0	0	0	0	1	0	0	0	0
TPMTP1	0	2	1	1	0	0	0	0	1	2	0	0
MIR4527	0	0	0	0	0	0	0	0	0	0	0	0
MIR4527HG	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1131P	0	0	0	0	0	0	0	0	0	0	0	0
SKOR2	0	0	0	0	0	0	0	0	0	0	0	0
IER3IP1	2436	2622	2786	2849	2545	2519	2778	2653	2825	2765	2341	2610
LOC107985131	1	1	0	1	1	0	0	0	0	0	0	0
HDHD2	306	359	398	512	442	449	502	497	548	602	557	485
LOC105372098	5	0	5	3	1	3	4	5	3	1	1	3
ELOA2	0	1	0	0	2	0	0	0	1	1	0	0
ELOA3P	0	0	2	5	0	0	0	1	0	0	0	2
ELOA3BP	0	0	1	3	0	0	0	1	0	0	0	1
ELOA3DP	0	0	1	2	2	2	0	1	0	0	0	1
KATNAL2	7	5	17	4	7	8	10	6	13	10	4	18
LOC100421737	2	0	2	1	1	0	1	1	1	2	0	0
PIAS2	463	498	608	558	486	539	596	493	640	678	606	573
ST8SIA5-DT	1	2	1	2	2	2	1	0	0	6	0	1
RPS21P6	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA5	22	26	32	10	15	20	35	24	46	32	46	27
LOC105372096	1	0	0	0	0	0	0	0	0	1	0	1
LOXHD1	1	0	0	0	0	1	1	0	1	0	0	0
LOC105372095	1	0	0	0	0	0	0	0	0	0	0	1
RNF165	9	11	15	27	29	18	18	18	29	22	15	21
C18orf25	2317	2364	2757	1684	1552	1602	1812	1630	1676	1762	1720	1667
RNU6-1278P	0	0	0	0	0	0	0	0	0	0	0	0
HAUS1	715	769	892	1320	1321	1303	1323	1220	1386	1309	1179	1238
TRK-CTT6-1	0	0	0	0	0	1	0	1	2	1	1	0
ATP5F1A	10441	11152	12661	15821	13982	14543	15443	14906	15904	17012	15004	15323
RNY4P37	0	0	0	0	0	0	0	0	3	0	0	0
LOC100422497	0	0	0	0	1	0	0	0	1	0	0	0
RN7SKP26	0	2	0	0	1	0	0	0	1	0	0	0
PSTPIP2	154	203	211	292	239	229	245	284	283	262	272	230
SIGLEC15	8	3	8	6	5	6	17	8	14	18	14	1
EPG5	3195	3037	3594	3480	3026	3223	3631	3494	3523	3807	3606	3314
SLC14A1	2	9	4	5	4	7	4	11	19	12	5	11
LOC105372092	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372093	1	0	0	1	2	0	0	0	0	1	1	1
LOC107985153	0	0	0	4	1	0	5	1	0	4	0	8
SLC14A2	0	0	1	1	0	0	3	0	1	0	4	1
LOC101927961	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372091	0	0	0	0	0	0	0	0	0	0	0	0
MIR4319	0	0	0	0	0	0	0	0	1	0	0	0
SETBP1	7	8	10	1	7	4	7	8	7	3	11	11
SETBP1-DT	0	1	0	0	0	0	0	0	0	0	0	0
LOC105372089	0	0	0	0	0	0	0	0	0	0	0	0
LINC01601	1	0	0	0	0	0	0	0	0	0	0	0
MLECP1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01478	0	1	0	1	1	2	0	0	0	1	1	7
KRT8P5	1	0	0	2	0	0	1	0	0	0	0	0
RNA5SP455	0	0	0	0	0	0	0	0	0	0	0	0
IBTKP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372087	0	0	0	0	0	0	0	0	1	0	0	0
RNU6-443P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372088	0	0	0	0	0	0	0	0	0	0	0	0
SYT4	1	1	1	0	1	1	1	0	0	1	0	3
RIT2	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP454	0	0	0	0	0	0	0	0	0	0	0	0
LINC00907	1	0	0	0	2	0	4	1	1	1	0	0
PIK3C3	2649	2864	3004	2480	2148	2086	2423	2276	2523	2715	2228	2350
LOC105372085	0	0	0	0	0	0	0	0	0	0	0	0
LOC100301521	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372083	0	0	0	0	0	0	0	0	0	0	0	0
KC6	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985168	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372084	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985132	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372082	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P45	0	0	0	0	0	0	0	2	0	0	0	0
LINC01477	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372081	0	0	0	0	0	0	0	0	0	0	0	0
LINC01901	0	0	0	0	0	0	0	0	0	0	0	0
LINC01902	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1242P	0	0	0	0	0	2	0	0	0	0	0	0
MIR5583-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR5583-2	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927857	1	2	1	3	3	2	1	3	3	3	2	3
MIR924	0	1	0	0	0	0	0	0	0	0	0	0
RPL7AP66	51	40	43	63	51	50	60	46	52	57	51	57
LOC101927879	8	1	2	3	1	1	0	2	2	3	4	0
LOC112268214	0	0	0	3	1	2	0	3	1	2	0	1
MIR924HG	51	45	50	77	69	77	98	74	103	90	90	83
RNU6-706P	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP182	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372077	0	0	0	1	0	0	0	0	0	0	0	0
LOC105372076	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268212	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372074	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372072	0	0	0	0	0	0	0	0	1	0	0	0
LOC105372073	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724417	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P40	0	0	0	0	0	0	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985118	0	0	1	0	0	0	1	0	0	0	0	0
SNORA111	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372068	0	0	0	0	0	0	0	0	0	0	0	0
CELF4	9	4	7	5	5	6	5	11	9	6	6	7
